timestamp,open,high,low,close,volume,trade_count,vwap
2021-07-08 14:12:00+00:00,24.91,24.91,24.91,24.91,200,1,24.91
2021-07-08 14:51:00+00:00,24.87,24.87,24.87,24.87,500,1,24.87
2021-07-08 15:07:00+00:00,24.87,24.87,24.87,24.87,112,1,24.87
2021-07-08 15:11:00+00:00,24.8699,24.8699,24.8699,24.8699,1000,1,24.8699
2021-07-08 15:23:00+00:00,24.85,24.85,24.85,24.85,210,3,24.85
2021-07-08 15:33:00+00:00,24.85,24.8699,24.85,24.8699,2500,2,24.867592
2021-07-08 15:38:00+00:00,24.85,24.85,24.85,24.85,100,1,24.85
2021-07-08 15:45:00+00:00,24.87,24.88,24.87,24.88,2988,3,24.870335
2021-07-08 17:11:00+00:00,24.9,24.9,24.9,24.9,1200,5,24.9
2021-07-08 17:12:00+00:00,24.9,24.9,24.9,24.9,6000,4,24.9
2021-07-08 18:00:00+00:00,24.9,24.9,24.9,24.9,1020,2,24.900586
2021-07-08 18:09:00+00:00,24.91,24.91,24.9,24.9,5019,4,24.900199
2021-07-08 19:14:00+00:00,24.925,24.925,24.925,24.925,100,1,24.925
2021-07-08 19:34:00+00:00,24.925,24.925,24.925,24.925,500,1,24.925
2021-07-08 19:45:00+00:00,24.95,24.95,24.9387,24.9387,800,8,24.94435
2021-07-08 19:53:00+00:00,24.9,24.9,24.9,24.9,800,5,24.9
2021-07-08 19:56:00+00:00,24.93,24.93,24.93,24.93,100,1,24.93
2021-07-09 13:30:00+00:00,24.9,24.9,24.9,24.9,1000,1,24.9
2021-07-09 13:49:00+00:00,24.95,24.95,24.95,24.95,100,1,24.95
2021-07-09 14:08:00+00:00,24.95,24.95,24.95,24.95,100,1,24.95
2021-07-09 14:09:00+00:00,24.95,24.99,24.95,24.99,2700,6,24.964815
2021-07-09 14:41:00+00:00,24.99,24.99,24.99,24.99,600,2,24.99
2021-07-09 14:49:00+00:00,24.9999,25.0,24.9982,25.0,400,4,24.999525
2021-07-09 15:55:00+00:00,24.95,24.95,24.95,24.95,150,3,24.944333
2021-07-09 16:17:00+00:00,24.96,24.96,24.96,24.96,236,1,24.96
2021-07-09 16:22:00+00:00,24.96,24.96,24.96,24.96,500,2,24.96
2021-07-09 16:24:00+00:00,24.96,24.96,24.96,24.96,500,2,24.96
2021-07-09 16:25:00+00:00,24.96,24.96,24.96,24.96,150,2,24.9598
2021-07-09 16:28:00+00:00,24.9597,24.96,24.95,24.95,1000,5,24.95594
2021-07-09 16:31:00+00:00,24.96,24.96,24.96,24.96,450,1,24.96
2021-07-09 16:34:00+00:00,24.96,24.96,24.96,24.96,100,1,24.96
2021-07-09 16:45:00+00:00,24.99,24.99,24.99,24.99,153,1,24.99
2021-07-09 16:46:00+00:00,24.99,24.99,24.9827,24.9827,800,4,24.98635
2021-07-09 16:48:00+00:00,24.99,24.99,24.9827,24.9827,200,2,24.98635
2021-07-09 16:51:00+00:00,24.99,24.99,24.9817,24.9817,2000,6,24.98585
2021-07-09 16:56:00+00:00,24.99,25.0,24.99,25.0,3800,9,24.998534
2021-07-09 17:09:00+00:00,25.0624,25.0624,25.0624,25.0624,100,1,25.0624
2021-07-09 17:10:00+00:00,25.05,25.05,25.05,25.05,200000,1,25.05
2021-07-09 17:16:00+00:00,25.05,25.05,25.0292,25.0292,816,2,25.0396
2021-07-09 17:37:00+00:00,25.05,25.05,25.05,25.05,200,1,25.05
2021-07-09 17:44:00+00:00,25.05,25.05,25.05,25.05,600,1,25.05
2021-07-09 17:45:00+00:00,25.05,25.05,25.05,25.05,600,1,25.05
2021-07-09 17:49:00+00:00,25.05,25.05,25.0415,25.0415,200,2,25.04575
2021-07-09 18:06:00+00:00,25.04,25.04,25.04,25.04,400,2,25.04
2021-07-09 18:08:00+00:00,25.04,25.04,25.04,25.04,600,1,25.04
2021-07-09 18:11:00+00:00,25.0312,25.0312,25.03,25.03,500,3,25.03096
2021-07-09 18:13:00+00:00,25.04,25.04,25.0366,25.0366,1000,6,25.0383
2021-07-09 18:19:00+00:00,25.04,25.04,25.04,25.04,500,3,25.04
2021-07-09 18:20:00+00:00,25.04,25.04,25.04,25.04,100,1,25.04
2021-07-09 18:22:00+00:00,25.03,25.03,25.03,25.03,1000,4,25.03018
2021-07-09 18:42:00+00:00,25.03,25.03,25.03,25.03,1092,6,25.03
2021-07-09 18:49:00+00:00,25.0318,25.0318,25.0316,25.0316,500,2,25.03172
2021-07-09 18:58:00+00:00,25.03,25.03,25.03,25.03,247,3,25.03
2021-07-09 18:59:00+00:00,25.0236,25.0236,25.01,25.01,685,4,25.021883
2021-07-09 19:03:00+00:00,25.0,25.001,25.0,25.0,2000,10,25.0003
2021-07-09 19:23:00+00:00,25.015,25.015,25.015,25.015,712,1,25.015
2021-07-09 19:32:00+00:00,24.99,24.99,24.9,24.9,10000,21,24.92157
2021-07-09 19:33:00+00:00,24.91,24.91,24.9,24.9,7370,12,24.901221
2021-07-09 19:37:00+00:00,24.9,24.9,24.9,24.9,4350,12,24.900575
2021-07-09 19:38:00+00:00,24.9,24.9,24.9,24.9,4550,14,24.900549
2021-07-09 19:41:00+00:00,24.92,24.92,24.92,24.92,450,3,24.92
2021-07-09 19:42:00+00:00,24.9,24.9,24.9,24.9,4050,4,24.9
2021-07-09 19:43:00+00:00,24.9,24.9,24.9,24.9,5000,4,24.9
2021-07-09 19:49:00+00:00,24.99,24.99,24.99,24.99,600,1,24.99
2021-07-09 19:50:00+00:00,24.96,24.96,24.96,24.96,1001,3,24.96
2021-07-09 19:59:00+00:00,24.96,24.96,24.96,24.96,275,4,24.960909
2021-07-12 13:30:00+00:00,25.1,25.1,25.1,25.1,1795,2,25.1
2021-07-12 13:33:00+00:00,25.02,25.05,25.02,25.05,840,2,25.032143
2021-07-12 14:05:00+00:00,25.03,25.04,25.03,25.04,965,3,25.035389
2021-07-12 14:07:00+00:00,25.04,25.1,25.04,25.0754,11110,43,25.090548
2021-07-12 14:08:00+00:00,25.07,25.07,25.07,25.07,535,6,25.071963
2021-07-12 14:09:00+00:00,25.08,25.08,25.08,25.08,100,1,25.08
2021-07-12 14:12:00+00:00,25.04,25.04,25.02,25.02,2000,4,25.027
2021-07-12 14:20:00+00:00,25.0,25.0,25.0,25.0,1000,1,25.0
2021-07-12 14:22:00+00:00,25.01,25.01,25.0,25.0,2460,14,25.005691
2021-07-12 14:23:00+00:00,25.0,25.0,25.0,25.0,440,3,25.0
2021-07-12 14:29:00+00:00,25.06,25.06,25.05,25.05,1500,6,25.052
2021-07-12 14:47:00+00:00,25.0,25.0,24.99,24.99,400,3,24.9975
2021-07-12 14:54:00+00:00,24.99,24.99,24.99,24.99,100,1,24.99
2021-07-12 15:11:00+00:00,24.98,24.98,24.98,24.98,550,4,24.98
2021-07-12 15:15:00+00:00,25.0,25.0,25.0,25.0,469,1,25.0
2021-07-12 15:22:00+00:00,24.98,24.98,24.98,24.98,200,1,24.98
2021-07-12 15:58:00+00:00,24.96,24.96,24.96,24.96,450,5,24.96
2021-07-12 16:06:00+00:00,24.96,24.96,24.96,24.96,100,1,24.96
2021-07-12 16:56:00+00:00,24.96,24.96,24.96,24.96,428,1,24.96
2021-07-12 17:09:00+00:00,24.96,24.96,24.96,24.96,400,1,24.96
