timestamp,open,high,low,close,volume,trade_count,vwap
2021-04-20 14:13:00+00:00,11.165,11.165,11.165,11.165,200,1,11.165
2021-04-21 14:00:00+00:00,11.15,11.15,11.15,11.15,200,1,11.15
2021-04-21 14:24:00+00:00,11.25,11.25,11.25,11.25,250,1,11.25
2021-04-21 14:27:00+00:00,11.2609,11.2609,11.2609,11.2609,250,1,11.2609
2021-04-21 14:28:00+00:00,11.3,11.3,11.3,11.3,200,1,11.3
2021-04-21 14:43:00+00:00,11.275,11.3,11.275,11.3,200,2,11.2875
2021-04-21 14:58:00+00:00,11.25,11.25,11.25,11.25,250,1,11.25
2021-04-21 14:59:00+00:00,11.25,11.25,11.25,11.25,250,1,11.25
2021-04-21 15:00:00+00:00,11.3,11.3,11.25,11.25,700,6,11.282143
2021-04-21 15:01:00+00:00,11.3,11.3,11.3,11.3,400,3,11.3
2021-04-21 17:07:00+00:00,11.3,11.3,11.29,11.3,1800,10,11.298522
2021-04-21 17:36:00+00:00,11.3,11.3,11.3,11.3,2000,5,11.3
2021-04-21 17:37:00+00:00,11.3,11.3,11.3,11.3,800,3,11.3
2021-04-21 18:20:00+00:00,11.35,11.35,11.35,11.35,1722,8,11.35
2021-04-21 18:28:00+00:00,10.82,10.82,10.82,10.82,210,2,10.838571
2021-04-21 19:50:00+00:00,11.34,11.35,11.34,11.35,300,3,11.346667
2021-04-22 15:14:00+00:00,11.23,11.24,11.23,11.24,300,3,11.233333
2021-04-22 15:17:00+00:00,11.23,11.23,11.23,11.23,200,2,11.23
2021-04-22 15:18:00+00:00,11.23,11.24,11.23,11.24,200,2,11.235
2021-04-22 18:41:00+00:00,10.94,10.94,10.94,10.94,200,1,10.94
2021-04-23 14:03:00+00:00,10.7679,10.7679,10.7679,10.7679,270,1,10.7679
2021-04-23 15:21:00+00:00,10.88,10.88,10.88,10.88,100,1,10.88
2021-04-23 15:34:00+00:00,10.88,10.88,10.88,10.88,100,1,10.88
2021-04-23 17:19:00+00:00,10.7901,10.7901,10.7901,10.7901,357,1,10.7901
2021-04-27 14:36:00+00:00,11.27,11.3,11.27,11.3,300,2,11.28
2021-04-27 15:31:00+00:00,11.3,11.3,11.3,11.3,700,2,11.3
2021-04-28 19:49:00+00:00,10.83,10.83,10.83,10.83,100,1,10.83
2021-04-29 13:46:00+00:00,11.5,11.5,11.5,11.5,3500,1,11.5
