CCZ,OHLC.CC,599,237848
OHPA,OHLC.OH,1346,347178
BSBE,OHLC.BS,1869,476394
BREZR,OHLC.BR,1917,518253
NZRO,OHLC.NZ,177,169526
BNSO,OHLC.BN,5307,858093
OCC,OHLC.OC,5857,949293
VEL,OHLC.VE,9465,1411245
CCAI,OHLC.CC,372,70012
ONBPP,OHLC.ON,606,237470
CDZIP,OHLC.CD,1928,471921
BNIX,OHLC.BN,337,72205
VENA,OHLC.VE,4965,668920
AXAS,OHLC.AX,13944,2132354
BOC,OHLC.BO,5159,1046352
BSKY,OHLC.BS,1505,362039
VEGN,OHLC.VE,3460,442598
BNNRU,OHLC.BN,2003,273500
OACB.U,OHLC.OA,828,275542
TMPMU,OHLC.TM,266,322988
VELOU,OHLC.VE,2361,360358
CBLS,OHLC.CB,362,208906
CBRG,OHLC.CB,184,39781
VTIQU,OHLC.VT,3153,652674
BSGAR,OHLC.BS,1424,219783
BYNOU,OHLC.BY,757,321771
BNDC,OHLC.BN,2837,400402
OACB,OHLC.OA,11838,1682133
OCAXU,OHLC.OC,601,118631
BTHM,OHLC.BT,510,264759
BUFF,OHLC.BU,4297,886678
BUYZ,OHLC.BU,2507,469813
ORIAU,OHLC.OR,653,246413
BOAS.U,OHLC.BO,1406,259052
ONG,OHLC.ON,2046,300090
BWAQ,OHLC.BW,95,224878
BSAQ,OHLC.BS,1971,283937
CACG,OHLC.CA,3729,720785
CAS.U,OHLC.CA,584,85664
BNE,OHLC.BN,971,106297
TMAC.U,OHLC.TM,846,159245
VLU,OHLC.VL,4518,866310
IFMK,OHLC.IF,12038,1645361
BNDD,OHLC.BN,14264,1778397
BWAQU,OHLC.BW,224,47986
OALC,OHLC.OA,946,82089
CEFD,OHLC.CE,1217,442417
OBOR,OHLC.OB,999,324550
VIRS,OHLC.VI,458,217506
WNDY,OHLC.WN,661,233942
ONBPO,OHLC.ON,644,84661
BOCT,OHLC.BO,2841,428451
CCTSU,OHLC.CC,738,124378
OHAAU,OHLC.OH,1170,184523
BSGAU,OHLC.BS,936,121095
WBIT,OHLC.WB,996,367965
OCTZ,OHLC.OC,390,44106
OPOF,OHLC.OP,1075,298907
BRD.U,OHLC.BR,500,87728
OFSSH,OHLC.OF,413,216200
BNOX,OHLC.BN,989,181962
BOCNU,OHLC.BO,833,201522
OGCP,OHLC.OG,342,304343
VEGI,OHLC.VE,13126,2083153
CEFA,OHLC.CE,299,51737
BSJS,OHLC.BS,1551,278940
OBND,OHLC.OB,246,78800
CDX,OHLC.CD,296,56295
AAPL,OHLC.AA,205540,29870585
BWAQR,OHLC.BW,79,32998
BRPMU,OHLC.BR,1651,300607
OACP,OHLC.OA,162,32825
CCNEP,OHLC.CC,790,100142
BOB,OHLC.BO,783,183922
BYN.U,OHLC.BY,785,92487
BNGE,OHLC.BN,131,33914
BNNR,OHLC.BN,715,107957
BUL,OHLC.BU,932,161856
BUFG,OHLC.BU,5304,888962
TMFM,OHLC.TM,1381,206975
ONEO,OHLC.ON,740,121089
WINN,OHLC.WI,478,2144591
XRLV,OHLC.XR,908,834190
OFED,OHLC.OF,997,185558
BOAS,OHLC.BO,4088,588970
OND,OHLC.ON,563,108595
ONYXU,OHLC.ON,780,140696
BRLI,OHLC.BR,651,111114
OBT,OHLC.OB,1267,166125
BOAC.U,OHLC.BO,2080,339603
VELO,OHLC.VE,6481,880674
BWBBP,OHLC.BW,418,87945
BSMU,OHLC.BS,627,112462
OCIO,OHLC.OC,547,96076
BUFB,OHLC.BU,406,81873
BYTE,OHLC.BY,655,115618
BNIXR,OHLC.BN,391,61443
BRIVU,OHLC.BR,1270,206525
BSJR,OHLC.BS,4681,683367
BOCN,OHLC.BO,118,17974
BYTSU,OHLC.BY,750,117882
VENAU,OHLC.VE,472,80822
BNOV,OHLC.BN,2367,328245
OLIT,OHLC.OL,122,396664
VENAR,OHLC.VE,3995,708954
OBCI,OHLC.OB,5011,850392
