BWAQU,OHLC.BW,224,382622
BWAQR,OHLC.BW,79,280130
CEFA,OHLC.CE,299,279509
CCTSU,OHLC.CC,738,429621
CEFD,OHLC.CE,1217,446049
BUYZ,OHLC.BU,2507,729506
BUFG,OHLC.BU,5304,1179352
OPOF,OHLC.OP,1075,438759
BNDD,OHLC.BN,14264,2370193
WNDY,OHLC.WN,661,363726
BNGE,OHLC.BN,131,129842
VELOU,OHLC.VE,2361,379798
BNIXR,OHLC.BN,391,301023
VENA,OHLC.VE,4965,1013875
OFSSH,OHLC.OF,413,740499
VELO,OHLC.VE,6481,1075806
OACB,OHLC.OA,11838,1896893
CCNEP,OHLC.CC,790,146014
BNIX,OHLC.BN,337,73911
OGCP,OHLC.OG,342,488579
ONYXU,OHLC.ON,780,865957
ONBPO,OHLC.ON,644,914686
BREZR,OHLC.BR,1917,849703
CACG,OHLC.CA,3729,1106737
VIRS,OHLC.VI,458,391128
AXAS,OHLC.AX,13944,2706374
BOCN,OHLC.BO,118,210648
OFED,OHLC.OF,997,196851
CCZ,OHLC.CC,599,162401
BYN.U,OHLC.BY,785,410522
BOAS,OHLC.BO,4088,563833
OCIO,OHLC.OC,547,478413
BOCNU,OHLC.BO,833,162742
BSMU,OHLC.BS,627,379520
ONBPP,OHLC.ON,606,125641
OACP,OHLC.OA,162,41094
BNNRU,OHLC.BN,2003,386779
BOAC.U,OHLC.BO,2080,318225
BNDC,OHLC.BN,2837,496823
OBT,OHLC.OB,1267,660654
BOB,OHLC.BO,783,156181
BWBBP,OHLC.BW,418,90691
BYTE,OHLC.BY,655,101299
VENAU,OHLC.VE,472,88674
OHAAU,OHLC.OH,1170,341147
OHPA,OHLC.OH,1346,285875
BSGAR,OHLC.BS,1424,264478
OACB.U,OHLC.OA,828,170520
VLU,OHLC.VL,4518,949785
BNSO,OHLC.BN,5307,725269
BOAS.U,OHLC.BO,1406,225350
BYTSU,OHLC.BY,750,140774
IFMK,OHLC.IF,12038,2218989
CBRG,OHLC.CB,184,402794
BRPMU,OHLC.BR,1651,308944
OCC,OHLC.OC,5857,924521
BUFF,OHLC.BU,4297,612006
BOCT,OHLC.BO,2841,362030
OBOR,OHLC.OB,999,211090
BSGAU,OHLC.BS,936,225003
WBIT,OHLC.WB,996,456616
VEGI,OHLC.VE,13126,2171433
BNNR,OHLC.BN,715,139986
OBCI,OHLC.OB,5011,793803
VEL,OHLC.VE,9465,1226125
CCAI,OHLC.CC,372,1084682
BYNOU,OHLC.BY,757,132426
OND,OHLC.ON,563,112247
OCAXU,OHLC.OC,601,112101
ONEO,OHLC.ON,740,110275
ORIAU,OHLC.OR,653,272571
OCTZ,OHLC.OC,390,118968
CDX,OHLC.CD,296,306916
BSJS,OHLC.BS,1551,332663
VTIQU,OHLC.VT,3153,987217
BRLI,OHLC.BR,651,130307
BTHM,OHLC.BT,510,359490
OALC,OHLC.OA,946,157636
BUL,OHLC.BU,932,184768
BRD.U,OHLC.BR,500,100281
BUFB,OHLC.BU,406,88810
TMPMU,OHLC.TM,266,435077
BSBE,OHLC.BS,1869,386970
BSJR,OHLC.BS,4681,871805
NZRO,OHLC.NZ,177,308426
CAS.U,OHLC.CA,584,136500
BWAQ,OHLC.BW,95,46207
BNE,OHLC.BN,971,187184
TMAC.U,OHLC.TM,846,129779
VENAR,OHLC.VE,3995,623546
BSAQ,OHLC.BS,1971,356013
CDZIP,OHLC.CD,1928,335311
ONG,OHLC.ON,2046,359685
BSKY,OHLC.BS,1505,287773
BNOX,OHLC.BN,989,193183
CBLS,OHLC.CB,362,60963
OBND,OHLC.OB,246,73858
VEGN,OHLC.VE,3460,471643
TMFM,OHLC.TM,1381,178859
OLIT,OHLC.OL,122,466231
WINN,OHLC.WI,478,510215
XRLV,OHLC.XR,908,590671
BOC,OHLC.BO,5159,728259
BRIVU,OHLC.BR,1270,167107
BNOV,OHLC.BN,2367,302892
AAPL,OHLC.AA,205540,25647355
