XRLV,OHLC.X,908,292407
BNIXR,OHLC.B,391,213076
OACB,OHLC.O,11838,1712500
BOAS,OHLC.B,4088,470379
BYTE,OHLC.B,655,88978
CCAI,OHLC.C,372,199911
AAPL,OHLC.A,205540,24006761
BNNR,OHLC.B,715,98981
OBOR,OHLC.O,999,132171
BNIX,OHLC.B,337,50599
VEL,OHLC.V,9465,1369310
BSBE,OHLC.B,1869,213021
BSJS,OHLC.B,1551,218241
BYTSU,OHLC.B,750,94651
OHPA,OHLC.O,1346,186546
OCIO,OHLC.O,547,79861
CAS.U,OHLC.C,584,91746
TMFM,OHLC.T,1381,347119
VENA,OHLC.V,4965,567999
VTIQU,OHLC.V,3153,383610
TMAC.U,OHLC.T,846,130188
BUL,OHLC.B,932,117234
OBCI,OHLC.O,5011,579892
VELOU,OHLC.V,2361,284536
BWBBP,OHLC.B,418,67229
CCTSU,OHLC.C,738,120133
BWAQ,OHLC.B,95,13180
BREZR,OHLC.B,1917,280570
BOCN,OHLC.B,118,22066
ONG,OHLC.O,2046,264819
ONYXU,OHLC.O,780,111832
OBND,OHLC.O,246,37652
BNOX,OHLC.B,989,139674
BOAC.U,OHLC.B,2080,248020
BSAQ,OHLC.B,1971,268664
OND,OHLC.O,563,69632
OALC,OHLC.O,946,137595
BRD.U,OHLC.B,500,69880
VENAU,OHLC.V,472,68063
CCNEP,OHLC.C,790,101758
ORIAU,OHLC.O,653,125802
BOAS.U,OHLC.B,1406,225994
ONEO,OHLC.O,740,106509
BNDC,OHLC.B,2837,322532
BSJR,OHLC.B,4681,543429
OLIT,OHLC.O,122,18940
BSMU,OHLC.B,627,87480
BSGAU,OHLC.B,936,146109
BOC,OHLC.B,5159,667016
BUFF,OHLC.B,4297,508371
OGCP,OHLC.O,342,47073
IFMK,OHLC.I,12038,1747309
BUFG,OHLC.B,5304,590376
VLU,OHLC.V,4518,574571
OCC,OHLC.O,5857,727946
OCTZ,OHLC.O,390,54193
OHAAU,OHLC.O,1170,160166
BOCNU,OHLC.B,833,100159
WBIT,OHLC.W,996,355727
VELO,OHLC.V,6481,777646
CDX,OHLC.C,296,40299
BYNOU,OHLC.B,757,101444
TMPMU,OHLC.T,266,47559
BRIVU,OHLC.B,1270,169556
NZRO,OHLC.N,177,191320
VEGN,OHLC.V,3460,451402
OCAXU,OHLC.O,601,95142
VEGI,OHLC.V,13126,1624979
CCZ,OHLC.C,599,80142
OACB.U,OHLC.O,828,119370
ONBPO,OHLC.O,644,90656
WINN,OHLC.W,478,73223
BOB,OHLC.B,783,111161
BSGAR,OHLC.B,1424,191227
CBLS,OHLC.C,362,51190
CEFA,OHLC.C,299,44081
VIRS,OHLC.V,458,61695
BWAQR,OHLC.B,79,24217
CEFD,OHLC.C,1217,207867
AXAS,OHLC.A,13944,1693421
BWAQU,OHLC.B,224,35869
BNOV,OHLC.B,2367,308356
BYN.U,OHLC.B,785,102510
BUFB,OHLC.B,406,74543
OBT,OHLC.O,1267,232846
CACG,OHLC.C,3729,535233
CBRG,OHLC.C,184,35138
WNDY,OHLC.W,661,91392
BRLI,OHLC.B,651,93529
BOCT,OHLC.B,2841,358880
OACP,OHLC.O,162,30520
BSKY,OHLC.B,1505,222052
ONBPP,OHLC.O,606,103348
BNSO,OHLC.B,5307,678032
BNNRU,OHLC.B,2003,249178
BUYZ,OHLC.B,2507,298240
BRPMU,OHLC.B,1651,241783
BNGE,OHLC.B,131,26549
BNE,OHLC.B,971,148527
OFSSH,OHLC.O,413,59981
OPOF,OHLC.O,1075,171836
OFED,OHLC.O,997,144292
VENAR,OHLC.V,3995,496651
CDZIP,OHLC.C,1928,253832
BNDD,OHLC.B,14264,1939547
BTHM,OHLC.B,510,73165
