BOCN,OHLC.B,118,174801
BOCNU,OHLC.B,833,271876
BOAC.U,OHLC.B,2080,360410
BSJS,OHLC.B,1551,443861
BREZR,OHLC.B,1917,386178
WINN,OHLC.W,478,527114
WBIT,OHLC.W,996,607110
VEGN,OHLC.V,3460,729503
BYN.U,OHLC.B,785,153582
ONYXU,OHLC.O,780,139782
CDZIP,OHLC.C,1928,685220
BNOV,OHLC.B,2367,616762
BOC,OHLC.B,5159,899685
VENAR,OHLC.V,3995,907133
BSJR,OHLC.B,4681,1113630
OACB,OHLC.O,11838,2115619
CCNEP,OHLC.C,790,134609
BRD.U,OHLC.B,500,91830
CCZ,OHLC.C,599,110157
BYTSU,OHLC.B,750,201546
CCTSU,OHLC.C,738,178421
BNOX,OHLC.B,989,203558
CACG,OHLC.C,3729,683710
BOCT,OHLC.B,2841,496928
OGCP,OHLC.O,342,58099
BNE,OHLC.B,971,172400
BRLI,OHLC.B,651,158756
OHPA,OHLC.O,1346,359637
VLU,OHLC.V,4518,711874
TMAC.U,OHLC.T,846,706174
VELO,OHLC.V,6481,1103176
VEL,OHLC.V,9465,1583165
BSGAU,OHLC.B,936,196591
OCTZ,OHLC.O,390,63596
CBLS,OHLC.C,362,45315
OHAAU,OHLC.O,1170,162095
VENAU,OHLC.V,472,143861
OPOF,OHLC.O,1075,245964
VIRS,OHLC.V,458,98914
OBOR,OHLC.O,999,187591
ONG,OHLC.O,2046,361332
BNGE,OHLC.B,131,29248
OBT,OHLC.O,1267,191176
BSKY,OHLC.B,1505,276211
CDX,OHLC.C,296,153758
OFED,OHLC.O,997,276709
VELOU,OHLC.V,2361,436380
XRLV,OHLC.X,908,447516
BUFG,OHLC.B,5304,789941
BWAQU,OHLC.B,224,40677
OCIO,OHLC.O,547,128658
BUL,OHLC.B,932,212262
BNIX,OHLC.B,337,142249
ONBPP,OHLC.O,606,235204
BRPMU,OHLC.B,1651,310633
BUYZ,OHLC.B,2507,466676
BUFF,OHLC.B,4297,761025
OACP,OHLC.O,162,49814
OFSSH,OHLC.O,413,63926
CEFA,OHLC.C,299,56933
BTHM,OHLC.B,510,181671
BOAS.U,OHLC.B,1406,289437
BSBE,OHLC.B,1869,312636
BSGAR,OHLC.B,1424,396838
VENA,OHLC.V,4965,824926
OND,OHLC.O,563,164773
BWAQ,OHLC.B,95,107986
BNIXR,OHLC.B,391,182094
OACB.U,OHLC.O,828,219938
AXAS,OHLC.A,13944,2721973
BOAS,OHLC.B,4088,770149
VEGI,OHLC.V,13126,2427368
OLIT,OHLC.O,122,31421
OBND,OHLC.O,246,74409
TMFM,OHLC.T,1381,329709
NZRO,OHLC.N,177,349070
BNNRU,OHLC.B,2003,363239
VTIQU,OHLC.V,3153,497596
BRIVU,OHLC.B,1270,225272
CBRG,OHLC.C,184,70657
BWAQR,OHLC.B,79,25057
BWBBP,OHLC.B,418,97067
ONBPO,OHLC.O,644,171503
CEFD,OHLC.C,1217,205082
OALC,OHLC.O,946,213683
ORIAU,OHLC.O,653,141013
ONEO,OHLC.O,740,183956
IFMK,OHLC.I,12038,2859642
BOB,OHLC.B,783,860402
OBCI,OHLC.O,5011,874384
BNSO,OHLC.B,5307,1284455
CAS.U,OHLC.C,584,103183
OCC,OHLC.O,5857,1847639
CCAI,OHLC.C,372,142931
TMPMU,OHLC.T,266,120883
BSMU,OHLC.B,627,161557
BYNOU,OHLC.B,757,163011
BNDD,OHLC.B,14264,2228770
BYTE,OHLC.B,655,187600
BSAQ,OHLC.B,1971,344538
BUFB,OHLC.B,406,81723
BNNR,OHLC.B,715,123992
OCAXU,OHLC.O,601,78237
WNDY,OHLC.W,661,87900
BNDC,OHLC.B,2837,434758
AAPL,OHLC.A,205540,29795599
