timestamp,open,high,low,close,volume,trade_count,vwap
2021-04-20 14:11:00+00:00,10.0,10.04,10.0,10.0,4100,16,10.000976
2021-04-20 15:29:00+00:00,10.0058,10.0058,10.0058,10.0058,550,1,10.0058
2021-04-20 19:45:00+00:00,10.035,10.035,10.035,10.035,100,1,10.035
2021-04-20 19:51:00+00:00,10.05,10.05,10.05,10.05,200,2,10.05
2021-04-20 19:52:00+00:00,10.05,10.05,10.05,10.05,100,1,10.05
2021-04-20 19:54:00+00:00,10.05,10.05,10.05,10.05,100,1,10.05
2021-04-20 19:55:00+00:00,10.05,10.05,10.05,10.05,100,1,10.05
2021-04-20 19:56:00+00:00,10.05,10.05,10.05,10.05,100,1,10.05
2021-04-21 13:34:00+00:00,10.0,10.0,10.0,10.0,1565,8,10.0
2021-04-21 13:35:00+00:00,10.0,10.0,10.0,10.0,1600,9,10.0
2021-04-21 13:36:00+00:00,10.0,10.0,10.0,10.0,2200,14,10.0
2021-04-21 13:37:00+00:00,10.0,10.0,9.99,9.99,2200,18,9.998182
2021-04-21 13:39:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:40:00+00:00,10.0,10.0,10.0,10.0,1000,6,10.0
2021-04-21 13:41:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:46:00+00:00,10.0,10.0,10.0,10.0,1800,9,10.0
2021-04-21 13:47:00+00:00,10.0,10.0,10.0,10.0,900,5,10.0
2021-04-21 13:48:00+00:00,10.0,10.0,10.0,10.0,200,2,10.0
2021-04-21 13:50:00+00:00,10.0,10.0,9.9999,10.0,1300,6,9.999931
2021-04-21 13:52:00+00:00,10.0,10.0,10.0,10.0,700,6,10.0
2021-04-21 13:53:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:54:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:55:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:56:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:57:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:58:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 13:59:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 14:00:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 14:01:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 14:06:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 14:09:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 14:15:00+00:00,9.99,9.99,9.98,9.98,1844,18,9.987289
2021-04-21 15:06:00+00:00,10.0,10.0,10.0,10.0,400,2,10.0
2021-04-21 15:45:00+00:00,10.0,10.0,10.0,10.0,100,1,10.0
2021-04-21 19:02:00+00:00,10.04,10.04,10.04,10.04,485,5,10.04
2021-04-21 19:56:00+00:00,10.0301,10.0301,10.0301,10.0301,1000,1,10.0301
2021-04-22 14:13:00+00:00,10.0,10.0,10.0,10.0,1000,2,10.0
2021-04-22 15:07:00+00:00,10.0,10.0,10.0,10.0,6000,5,10.0
2021-04-22 19:50:00+00:00,10.0612,10.0612,10.0612,10.0612,100,1,10.0612
2021-04-23 16:44:00+00:00,10.0,10.0001,10.0,10.0001,4457,10,10.000034
2021-04-26 15:30:00+00:00,9.99,9.99,9.99,9.99,1495,2,9.99
2021-04-26 15:33:00+00:00,9.98,9.9946,9.98,9.9946,520,8,9.9873
2021-04-26 16:37:00+00:00,10.0043,10.0043,10.0043,10.0043,100,1,10.0043
