timestamp,open,high,low,close,volume,trade_count,vwap
2022-02-16 20:56:00+00:00,26.7,26.7,26.7,26.7,230,3,26.7
2022-02-16 21:00:00+00:00,26.7,26.7,26.7,26.7,116,1,26.7
2022-02-17 16:10:00+00:00,26.735,26.735,26.735,26.735,316,1,26.735
2022-02-17 18:26:00+00:00,26.9499,26.9499,26.9499,26.9499,100,1,26.9499
2022-02-17 18:30:00+00:00,26.75,26.75,26.7499,26.7499,258,7,26.745064
2022-02-17 18:43:00+00:00,26.75,26.75,26.75,26.75,1566,7,26.749157
2022-02-17 20:23:00+00:00,25.85,25.85,25.85,25.85,1000,1,25.85
2022-02-17 20:48:00+00:00,26.0,26.0,26.0,26.0,448,2,26.0
2022-02-17 20:49:00+00:00,26.0,26.05,26.0,26.05,1282,3,26.027301
2022-02-17 20:53:00+00:00,26.09,26.1,26.0,26.0,500,7,26.06488
2022-02-17 21:00:00+00:00,26.73,26.73,26.73,26.73,347,1,26.73
2022-02-18 14:30:00+00:00,26.01,26.01,26.01,26.01,368,1,26.01
2022-02-18 16:40:00+00:00,26.505,26.505,26.505,26.505,464,2,26.512845
2022-02-18 16:54:00+00:00,26.75,26.9597,26.75,26.9597,1000,13,26.839553
2022-02-18 19:41:00+00:00,26.14,26.14,26.07,26.07,1900,13,26.094547
2022-02-18 21:00:00+00:00,26.13,26.13,26.13,26.13,100,1,26.13
2022-02-22 17:08:00+00:00,26.05,26.05,25.99,26.0,2456,36,25.998394
2022-02-22 17:09:00+00:00,25.99,25.99,25.99,25.99,900,15,25.987889
2022-02-22 17:25:00+00:00,25.95,25.95,25.95,25.95,442,7,25.95
2022-02-22 18:02:00+00:00,25.98,26.0,25.98,26.0,5000,19,25.99756
2022-02-22 18:03:00+00:00,26.0,26.0,26.0,26.0,353,3,26.0
2022-02-22 18:30:00+00:00,26.3,26.6,26.3,26.6,400,2,26.525
2022-02-22 18:43:00+00:00,26.57,26.58,26.55,26.56,2329,21,26.562508
2022-02-22 19:41:00+00:00,26.0338,26.35,26.0338,26.35,500,4,26.28612
2022-02-22 19:42:00+00:00,26.0,26.0,26.0,26.0,100,1,26.0
2022-02-22 19:46:00+00:00,26.0245,26.0245,26.0245,26.0245,400,4,26.0245
2022-02-22 20:23:00+00:00,26.2,26.2,26.18,26.2,1312,8,26.197866
2022-02-22 20:24:00+00:00,26.2,26.47,26.2,26.47,500,2,26.362
2022-02-22 20:48:00+00:00,26.47,26.47,26.45,26.45,598,6,26.443562
2022-02-22 20:49:00+00:00,26.47,26.47,26.44,26.47,2000,24,26.45363
2022-02-22 20:53:00+00:00,26.455,26.47,26.44,26.455,400,4,26.455
2022-02-22 20:55:00+00:00,26.455,26.47,26.44,26.455,454,9,26.419273
2022-02-23 15:17:00+00:00,26.2631,26.2631,26.2631,26.2631,400,1,26.2631
2022-02-23 15:31:00+00:00,26.0,26.0,26.0,26.0,100,1,26.0
2022-02-23 15:35:00+00:00,26.0,26.0,26.0,26.0,100,1,26.0
2022-02-23 15:36:00+00:00,26.0,26.0,26.0,26.0,300,3,26.0
2022-02-23 15:45:00+00:00,26.19,26.19,26.19,26.19,100,1,26.19
2022-02-23 17:52:00+00:00,26.0,26.01,25.505,25.68,8850,71,25.790767
2022-02-23 17:53:00+00:00,25.93,25.95,25.93,25.95,1772,22,25.946749
2022-02-23 17:59:00+00:00,26.08,26.08,26.08,26.08,100,1,26.08
2022-02-23 18:01:00+00:00,26.07,26.07,26.07,26.07,100,1,26.07
2022-02-23 18:03:00+00:00,26.08,26.08,26.08,26.08,100,1,26.08
2022-02-23 18:05:00+00:00,26.08,26.25,26.08,26.17,1100,7,26.136364
2022-02-23 18:07:00+00:00,26.16,26.16,26.16,26.16,100,1,26.16
2022-02-23 18:11:00+00:00,26.16,26.16,26.16,26.16,100,1,26.16
2022-02-23 18:17:00+00:00,26.14,26.14,26.14,26.14,100,1,26.14
2022-02-23 18:19:00+00:00,26.13,26.13,26.13,26.13,100,1,26.13
2022-02-23 18:23:00+00:00,26.12,26.12,26.12,26.12,100,1,26.12
2022-02-23 18:27:00+00:00,26.21,26.21,26.21,26.21,105,2,26.204762
2022-02-23 18:37:00+00:00,26.29,26.29,26.29,26.29,100,1,26.29
2022-02-23 19:01:00+00:00,25.78,25.78,25.78,25.78,300,3,25.95
2022-02-23 19:10:00+00:00,26.0181,26.0181,26.0181,26.0181,200,1,26.0181
2022-02-23 19:11:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 19:13:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 19:54:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 19:56:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 19:57:00+00:00,26.27,26.27,26.27,26.27,111,2,26.238288
2022-02-23 19:59:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 20:01:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 20:03:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 20:05:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 20:06:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 20:08:00+00:00,25.79,25.79,25.79,25.79,950,3,25.839011
2022-02-23 20:10:00+00:00,26.27,26.27,26.27,26.27,100,1,26.27
2022-02-23 20:12:00+00:00,26.15,26.15,26.15,26.15,400,3,26.1875
2022-02-23 20:25:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:26:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:28:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:30:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:31:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:34:00+00:00,26.45,26.45,26.45,26.45,106,2,26.439811
2022-02-23 20:37:00+00:00,26.45,26.45,26.45,26.45,200,3,26.4482
2022-02-23 20:43:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:45:00+00:00,26.42,26.42,26.42,26.42,100,1,26.42
2022-02-23 20:46:00+00:00,26.42,26.42,26.42,26.42,200,3,26.4337
2022-02-23 20:47:00+00:00,26.42,26.42,26.42,26.42,100,1,26.42
2022-02-23 20:48:00+00:00,26.42,26.42,26.42,26.42,100,1,26.42
2022-02-23 20:49:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:50:00+00:00,26.45,26.45,26.45,26.45,300,3,26.45
2022-02-23 20:51:00+00:00,26.45,26.45,26.45,26.45,100,1,26.45
2022-02-23 20:55:00+00:00,26.45,26.45,26.45,26.45,106,2,26.45
2022-02-23 20:56:00+00:00,26.45,26.45,26.3,26.3,701,5,26.321398
2022-02-23 20:57:00+00:00,26.3,26.4,26.3,26.3,919,7,26.33593
2022-02-23 20:58:00+00:00,26.45,26.45,26.45,26.45,400,5,26.45
2022-02-23 20:59:00+00:00,26.45,26.45,26.45,26.45,174,2,26.458448
2022-02-24 18:52:00+00:00,26.0849,26.45,26.0,26.45,3801,27,26.23809
2022-02-24 19:15:00+00:00,26.06,26.45,26.0,26.45,3300,23,26.200318
2022-02-24 19:20:00+00:00,26.06,26.45,26.0,26.45,4000,30,26.205325
2022-02-24 19:29:00+00:00,26.23,26.23,26.23,26.23,254,5,26.229213
2022-02-24 19:36:00+00:00,26.08,26.45,26.0,26.45,5200,40,26.20549
2022-02-24 19:39:00+00:00,26.202,26.202,26.202,26.202,250,1,26.202
2022-02-24 19:43:00+00:00,26.12,26.45,26.11,26.45,5400,59,26.262661
2022-02-24 19:53:00+00:00,26.205,26.45,26.1,26.45,3300,23,26.257439
2022-02-24 20:06:00+00:00,26.275,26.275,26.275,26.275,1260,1,26.275
2022-02-24 20:24:00+00:00,26.3,26.45,26.3,26.45,3135,19,26.396643
2022-02-24 20:57:00+00:00,26.44,26.45,26.44,26.45,900,5,26.448889
2022-02-24 20:58:00+00:00,26.45,26.45,26.45,26.45,500,3,26.45
2022-02-24 21:00:00+00:00,26.18,26.18,26.18,26.18,201,1,26.18
2022-02-25 14:47:00+00:00,26.35,26.35,26.35,26.35,100,1,26.35
2022-02-25 16:05:00+00:00,26.3,26.3,26.3,26.3,275,1,26.3
2022-02-25 16:21:00+00:00,26.6,26.6,26.6,26.6,100,1,26.6
2022-02-25 16:29:00+00:00,26.59,26.59,26.59,26.59,100,1,26.59
2022-02-25 16:35:00+00:00,26.46,26.46,25.8,25.8,1669,21,26.19136
2022-02-25 16:43:00+00:00,26.4,26.4,26.4,26.4,100,1,26.4
2022-02-25 16:44:00+00:00,26.22,26.22,26.22,26.22,100,1,26.22
2022-02-25 16:52:00+00:00,26.4,26.4,26.4,26.4,100,1,26.4
2022-02-25 16:56:00+00:00,26.4,26.4,26.4,26.4,100,1,26.4
2022-02-25 16:57:00+00:00,26.22,26.22,26.22,26.22,700,2,26.22
2022-02-25 17:06:00+00:00,26.49,26.49,26.49,26.49,100,1,26.49
2022-02-25 17:10:00+00:00,26.48,26.48,26.48,26.48,100,1,26.48
2022-02-25 17:15:00+00:00,26.48,26.48,26.48,26.48,100,1,26.48
2022-02-25 17:20:00+00:00,26.48,26.48,26.48,26.48,100,1,26.48
2022-02-25 17:41:00+00:00,26.61,26.61,26.61,26.61,100,1,26.61
2022-02-25 17:57:00+00:00,26.62,26.62,26.62,26.62,100,1,26.62
