timestamp,open,high,low,close,volume,trade_count,vwap
2021-04-20 14:04:00+00:00,24.3,24.3,24.3,24.3,201,2,24.300697
2021-04-20 19:57:00+00:00,24.33,24.33,24.33,24.33,329,11,24.633098
2021-04-21 14:30:00+00:00,24.97,24.97,24.96,24.96,404,12,24.836807
2021-04-21 14:33:00+00:00,24.96,24.96,24.7,24.7,354,7,24.854633
2021-04-22 13:30:00+00:00,24.14,24.14,24.14,24.14,114,1,24.14
2021-04-22 13:47:00+00:00,23.27,23.27,23.27,23.27,200,1,23.27
2021-04-22 14:56:00+00:00,24.35,24.35,24.35,24.35,102,2,24.35
2021-04-22 17:53:00+00:00,24.39,24.39,24.39,24.39,238,4,24.391134
2021-04-22 20:00:00+00:00,23.7,23.7,23.7,23.7,106,1,23.7
2021-04-23 14:03:00+00:00,23.71,23.71,23.71,23.71,100,1,23.71
2021-04-23 14:05:00+00:00,23.99,24.23,23.99,24.23,500,9,24.12479
2021-04-23 14:10:00+00:00,24.485,25.145,24.485,25.0,703,6,24.947966
2021-04-23 16:41:00+00:00,24.1,24.49,24.1,24.49,200,2,24.295
2021-04-23 19:08:00+00:00,24.82,24.82,24.7,24.82,1922,27,24.739339
2021-04-23 19:40:00+00:00,25.79,26.98,25.79,26.7,1322,15,26.643321
2021-04-23 20:00:00+00:00,25.11,25.11,25.11,25.11,165,1,25.11
2021-04-26 13:30:00+00:00,25.13,25.13,25.13,25.13,124,1,25.13
2021-04-26 15:12:00+00:00,26.6,26.6,26.48,26.48,500,7,26.58036
2021-04-26 16:42:00+00:00,26.46,26.46,26.46,26.46,506,2,26.466403
2021-04-26 17:19:00+00:00,25.25,25.25,25.25,25.25,256,4,25.27625
2021-04-26 19:46:00+00:00,24.83,24.83,24.83,24.83,285,5,25.582982
2021-04-26 20:00:00+00:00,25.07,25.07,25.07,25.07,106,1,25.07
2021-04-27 14:34:00+00:00,23.8845,23.8845,23.8845,23.8845,100,1,23.8845
2021-04-27 20:00:00+00:00,24.82,24.82,24.82,24.82,353,3,24.82
